日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶),備註
20061024,57.11,56.38,56.98,
20061023,57.22,56.38,55.92,
20061020,56.83,58.33,56.68,
20061019,58.36,57.5,57.95,
20061018,57.66,58.27,60.52,
20061017,58.94,58.98,56.4,
20061016,59.95,56.95,58.53,
20061013,58.58,56.73,58.74,
20061012,57.87,55.44,57.68,
20061011,57.6,55.92,57.49,
20061010,58.7,57.18,57.92,
20061009,59.97,57.56,58.83,
20061006,59.77,56.64,57.03,
20061005,60.21,56.41,58.31,
20061004,59.42,55.68,56.05,
20061003,58.94,56.85,56.27,
20061002,61.29,59.33,59.74,
20060929,62.92,58.75,59.24,
20060928,62.77,58.01,60.53,
20060927,62.97,57.8,57.63,
20060926,61.02,57.42,58.52,
20060925,61.46,56.39,57.56,
20060922,60.31,58.32,58.75,
20060921,61.42,56.11,59.08,
20060920,60.82,57.89,59.2,
20060919,62.02,61.09,62.5,
20060918,64.01,60.62,61.49,
20060915,63.54,59.98,60.29,
20060914,63.43,59.41,61.72,
20060913,64.18,59.83,61.43,
20060912,63.92,60.66,62.51,
20060911,65.85,61.06,62.64,
20060908,66.45,63.14,64.51,
20060907,67.33,63.79,64.39,
20060906,67.7,64.48,65.12,
20060905,68.81,65,66,
20060904,69.4,64.89,65.46,
20060901,69.4,66.82,67.15,
20060831,70.44,66.86,67.33,
20060830,70.19,66.58,65.95,
20060829,69.87,66.13,66.97,
20060828,70.77,67.68,68.18,
20060825,72.4,69.46,72.22,
20060824,72.25,67.99,71.03,
20060823,71.67,68.66,70.93,
20060822,72.99,69.17,71.97,
20060821,72.79,68.97,72.18,
20060818,71.45,68.19,71.37,
20060817,70.3,68.01,71.21,
20060816,72.13,69.04,72.7,
20060815,73.29,70.13,73.75,
20060814,73.77,69.1,73.88,
20060811,74.36,71.3,75.45,
20060810,74.16,71.6,76.13,
20060809,76.56,72.54,78.27,
20060808,76.47,72.54,77.83,
20060807,77.14,72.13,78.02,
20060804,74.92,70.77,76.58,
20060803,75.62,71.02,76.4,
20060802,75.97,71.56,77.57,
20060801,75.05,71.01,76.43,
20060731,74.56,69.54,74.64,
20060728,73.4,68.98,74.03,
20060727,74.7,70.06,75,
20060726,73.95,68.82,73.82,
20060725,73.41,70.02,72.62,
20060724,74.51,68.76,72.85,
20060721,74.04,69.61,72.8,
20060720,73.19,69.78,72.14,
20060719,72.77,70.02,71.69,
20060718,73.68,72.28,75,
20060717,75.51,71.84,75.33,
20060714,77.23,72.28,76.57,
20060713,76.7,70.55,75.43,
20060712,75,69.04,73,
20060711,74.26,69.25,73.22,
20060710,73.56,68.12,72.36,
20060707,74.04,70.18,74.36,
20060706,75.09,69.17,73,
20060705,75.24,68.46,72.84,
20060703,73.98,68.87,74.13,
20060630,73.98,68.35,73.29,
20060629,73.57,67.38,72.98,
20060628,72.24,67.07,71.72,
20060627,71.97,67.5,71.28,
20060626,71.85,65.98,69.72,
20060623,70.59,65.59,69.94,
20060622,70.59,65.79,69.75,
20060621,69.97,64.11,67.56,
20060620,68.84,64.79,67.58,
20060619,68.83,64.37,65.45,
20060616,68.99,61.68,65.99,
20060615,69.53,63.94,66.03,
20060614,68.99,62.99,65.52,
20060613,68.46,63.35,65.64,
20060612,70.26,65.93,68.37,
20060609,71.58,65.24,68.68,
20060608,70.3,62.55,66.44,
20060607,70.67,63.98,67.89,
20060606,72.45,65.61,67.93,
20060605,72.6,67.41,69.59,
20060602,72.33,65.65,68.58,
20060601,70.39,64.72,68.94,
20060531,71.32,65.26,67.54,
20060530,72.11,66.66,70.5,
20060529,71.49,65.09,69.7,
20060526,71.49,64.29,69.7,
20060525,70.97,63.85,68.42,
20060524,69.51,64.13,68.84,
20060523,69.28,65.5,69.34,
20060522,69.28,61.9,66.65,
20060519,68.59,62.77,66.68,
20060518,69.51,62.79,67.4,
20060517,68.6,64.76,67.46,
20060516,69.44,64.49,69.11,
20060515,69.32,64.26,68.97,
20060512,72.2,66.87,71.52,
20060511,73.38,67.86,72.33,
20060510,72.29,66.28,69.77,
20060509,71,65.77,70.67,
20060508,70.13,64.53,68.86,
20060505,70.45,65.95,70.87,
20060504,70.2,66.67,71.6,
20060503,72.54,69.06,73.68,
20060502,74.87,68.97,74.33,
20060501,73.96,66.02,72.73,
20060428,72.14,67.48,72.33,
20060427,71.23,66.81,71.81,
20060426,72.29,68.04,73.43,
20060425,72.88,68.69,72.77,
20060424,70.19,68.36,74.05,
20060421,73.83,67.73,73.78,
20060420,72.11,67.63,72.61,
20060419,72.43,66.63,72.52,
20060418,71.56,66.52,71.25,
20060417,70.56,65.75,70.54,
20060413,69.48,64.16,69.36,
20060412,68.78,64.15,69.07,
20060411,69.14,64.29,68.31,
20060410,68.7,63.15,67.94,
20060407,67.35,61.83,66.88,
20060406,67.85,62.82,67.85,
20060405,66.98,62.62,67,
20060404,66.14,62.51,65.84,
20060403,66.65,62.23,67.43,
20060331,66.66,61.18,66.12,
20060330,67.21,61.18,65.89,
20060329,66.56,59.95,64.82,
20060328,66.18,59.36,64.55,
20060327,64.22,58.45,62.75,
20060324,63.91,58.35,62.69,
20060323,63.37,58.3,61.53,
20060322,60.73,57.13,61.37,
20060321,60.53,56.33,59.99,
20060320,60.38,58.95,62.01,
20060317,62.73,59.57,63.41,
20060316,63.53,58.52,62.17,
20060315,62.13,59.2,63.11,
20060314,63.01,58.45,62.2,
20060313,61.83,56.17,60.4,
20060310,60.02,55.52,59.2,
20060309,60.53,55.65,58.62,
20060308,60.08,55.77,58.85,
20060307,61.69,59.68,60.21,
20060306,62.5,58.37,61.82,
20060303,63.73,60.61,64.29,
20060302,63.37,59.92,62.07,
20060301,62.13,59,60.67,
20060228,61.57,57.73,59.64,
20060227,61.16,58.51,59.4,
20060224,62.32,56.97,60.33,
20060223,58.13,55.55,58.88,
20060222,57.82,55.58,58.58,
20060221,60.91,56.35,59.59,
20060220,59.69,56.17,59.92,
20060217,59.69,54.91,57.91,
20060216,58.22,53.38,56.86,
20060215,57.41,54.3,57.64,
20060214,59.33,56.66,59.13,
20060213,61.05,56.11,59.11,
20060210,61.65,56.78,59.44,
20060209,62.43,58.3,60.67,
20060208,62.46,57.48,60.5,
20060207,63.05,59.28,61.54,
20060206,65.14,60.09,63.38,
20060203,65.41,59.07,62.51,
20060202,64.84,60.76,62.95,
20060201,66.72,61.17,66.18,
20060131,68.03,60.5,65.59,
20060130,68.41,60.5,65.13,
20060127,67.82,60.5,64.72,
20060126,66.12,59.72,62.9,
20060125,65.21,59.98,62.45,
20060124,66.6,60.73,63.84,
20060123,67.81,60.74,65.99,
20060120,68.31,60.97,64.94,
20060119,66.84,59.45,63.7,
20060118,65.79,60.07,63.66,
20060117,66.37,59.26,63.09,
20060116,63.98,58.04,62.51,
20060113,63.98,56.84,62.06,
20060112,63.9,58.15,62.69,
20060111,63.75,57.17,61.49,
20060110,63.43,57.2,62.41,
20060109,63.66,57.87,62.55,
20060106,64.37,57.28,62.68,
20060105,62.95,57.26,61.8,
20060104,63.68,58.38,61.36,
20060103,63.45,55.84,61.49,
20060102,61.29,53.96,57.83,
20051230,61.29,53.96,57.83,
20051229,60.57,53.36,57.2,
20051228,59.97,52.48,56.63,
20051227,58.31,52.21,56.32,
20051226,58.24,52.32,56.32,
20051223,58.24,53.35,56.32,
20051222,58.39,53.25,57.16,
20051221,58.52,52.59,56.49,
20051220,58.24,52.61,56.13,
20051219,57.6,53.39,56.22,
20051216,58.32,54.65,58.24,
20051215,60.3,55.84,59.77,
20051214,61.01,55.95,59.5,
20051213,61.68,55.29,58.88,
20051212,61.51,54.68,57.45,
20051209,59.5,54.99,56.96,
20051208,60.72,53.92,56.31,
20051207,59.42,54.57,55.3,
20051206,60.25,53.69,55.81,
20051205,60.22,54.24,57.67,
20051202,59.68,53.43,55.01,
20051201,58.83,52.18,53.46,
20051130,57.73,50.97,53.27,
20051129,56.76,51.89,53.47,
20051128,57.57,51.41,53.02,
20051125,58.28,51.24,53.07,
20051124,58.28,51.63,53.37,
20051123,58.28,51.99,54.55,
20051122,58,52.46,54.01,
20051121,56.76,51.55,53.16,
20051118,56,50.74,52.78,
20051117,56.25,52.12,53.77,
20051116,57.89,51.15,53.45,
20051115,56.99,50.8,54.4,
20051114,57.85,52,54.23,
20051111,57.69,51.46,53.81,
20051110,58.06,52.32,54.93,
20051109,59.29,53.5,57.49,
20051108,60.14,53,57.63,
20051107,59.93,53.71,58.34,
20051104,60.94,55.04,60.32,
20051103,62.14,53.53,59.47,
20051102,60.16,53.12,58.74,
20051101,60.26,52.49,58.41,
20051031,60.02,53.23,58.53,
20051028,61.33,54.33,58.86,
20051027,61.2,54.47,58.21,
20051026,60.77,54.92,60.1,
20051025,62.5,56.03,58.93,
20051024,60.63,52.73,57.48,
20051021,60.79,52.25,56.94,
20051020,60.64,53.06,56.63,
20051019,61.92,54.05,58.87,
20051018,62.86,54.64,58.9,
20051017,64.02,55.3,59.89,
20051014,62.29,53.75,58.27,
20051013,62.69,55.43,60.21,
20051012,63.73,55.01,59.31,
20051011,63.24,54.61,58.47,
20051010,61.61,53.35,56.28,
20051007,61.79,54.83,58.01,
20051006,61.27,54.22,58.31,
20051005,62.8,56.06,61.1,
20051004,64.01,56.65,60.13,
20051003,65.58,57.97,62.03,
20050930,66.25,57.87,61.91,
20050929,66.7,58.69,63.13,
20050928,66.76,57.86,62.91,
20050927,65.37,58.17,62.82,
20050926,65.98,56.64,61.65,
20050923,64.3,58.48,62.05,
20050922,66.42,59.35,64.44,
20050921,66.71,58.92,64.51,
20050920,66.39,58.71,62.64,
20050919,67.6,59.51,63.34,
20050916,63.31,57.14,60.18,
20050915,65.21,57.72,61.97,
20050914,65.5,56.1,61.28,
20050913,63.62,55.61,61.73,
20050912,63.95,55.63,60.78,
20050909,64.97,57.47,63.28,
20050908,64.97,57.3,63.82,
20050907,64.85,58.92,64.15,
20050906,66.42,59.22,63.99,
20050905,68.03,58.44,64.34,
20050902,68.03,59.24,66.54,
20050901,69.93,61.12,67.02,
20050831,69.93,59.86,67.02,
20050830,70.37,59.87,66.07,
20050829,67.71,60.04,66.5,
20050826,66.34,59.66,66.5,
20050825,67.5,58.96,66.05,
20050824,67.38,58.2,65.44,
20050823,65.62,57.1,65,
20050822,65.71,57.21,65.67,
20050819,65.46,56.85,63.96,
20050818,63.48,56.21,61.74,
20050817,63.41,58.29,63.74,
20050816,66.29,58.41,66.09,
20050815,66.5,58.05,66.73,
20050812,67.12,58.65,67.12,
20050811,66.16,58.07,65.67,
20050810,65.26,57.32,62.77,
20050809,63.43,56.65,62.6,
20050808,64.32,56.06,62.71,
20050805,62.77,55.3,60.07,
20050804,61.84,55.41,60.95,
20050803,61.17,55.58,60.24,
20050802,62.15,55.43,60.46,
20050801,61.93,54.91,61.04,
20050729,60.25,55.07,59.82,
20050728,60.25,52.92,58.23,
20050727,59.37,53.61,58.37,
20050726,59.36,53.04,58.45,
20050725,56.02,51.71,57.47,
20050722,55.89,51.96,56.98,
20050721,55.89,50.43,55.57,
20050720,57.08,50.96,56.31,
20050719,57.62,52.38,57.38,
20050718,57.48,53.19,56.96,
20050715,58.2,52.86,57.44,
20050714,57.83,53.66,56.8,
20050713,60.02,55.02,58.25,
20050712,60.68,53.24,58.18,
20050711,59.03,54.57,56.07,
20050708,59.79,55.5,58.98,
20050707,60.89,54.88,57.46,
20050706,61.44,54.7,58.53,
20050705,59.75,53.76,57.72,
20050704,58.91,53.32,57.08,
20050701,58.91,51.37,56.58,
20050630,56.65,51.27,55.38,
20050629,57.35,51.89,55.51,
20050628,58.18,53.14,57.71,
20050627,60.41,53.35,58.52,
20050624,59.5,52.99,57.06,
20050623,59.08,51.59,57.13,
20050622,57.95,52.15,55.95,
20050621,59.02,52.54,57.35,
20050620,58.58,52.72,57.2,
20050617,58.58,52.5,56.18,
20050616,55.67,51.24,54.77,
20050615,55.67,51.16,54.27,
20050614,55.11,50.69,53.47,
20050613,55.78,49.2,52.28,
20050610,53.7,49.99,51.21,
20050609,54.49,49.47,52.44,
20050608,52.65,49.02,51.71,
20050607,53.82,49.36,53.14,
20050606,54.49,49.76,52.55,
20050603,55.09,48.83,52.12,
20050602,53.74,48.97,51.46,
20050601,54.86,46.71,50.89,
20050531,52.13,45.7,49.46,
20050530,51.85,46.07,49.74,
20050527,51.85,45.92,49.74,
20050526,51.02,45.67,49.52,
20050525,50.8,45.41,48.98,
20050524,49.43,45.28,47.31,
20050523,48.77,43.74,47.51,
20050520,46.96,44.18,48.26,
20050519,47.43,43.67,48.12,
20050518,47.66,44.35,48.22,
20050517,48.87,43.95,47.32,
20050516,48.87,43.86,46.95,
20050513,48.83,44.39,46.35,
20050512,48.65,44.16,46.66,
20050511,50.51,45.17,48.97,
20050510,52.13,46.24,50.29,
20050509,52.14,45.02,49.48,
20050506,51.12,45.84,50.24,
20050505,51.04,45.71,48.82,
20050504,50.29,45.07,50.1,
20050503,49.66,44.98,49.86,
20050502,50.98,45.8,50.77,
20050429,49.68,45.63,50.77,
20050428,51.52,45.39,50.27,
20050427,51.52,45.88,51.08,
20050426,54.11,47.01,51.76,
20050425,53.38,48.02,53.14,
20050422,54.5,47.81,53.31,
20050421,52.31,45.94,51.67,
20050420,52.4,45.96,51.23,
20050419,52.25,44.31,50.23,
20050418,50.23,44.16,49.51,
20050415,50.4,45.31,49.6,
20050414,51.09,45.13,49.82,
20050413,50.33,45.57,50.96,
20050412,51.72,47.03,52.64,
20050411,53.62,46.79,52.14,
20050408,53.23,47.53,51.79,
20050407,54.07,49.47,54.11,
20050406,55.81,49.71,54.21,
20050405,55.9,49.42,54.47,
20050404,56.77,49.73,55.57,
20050401,57.03,48.46,53.92,
20050331,55.13,45.61,52.93,
20050330,53.72,45.87,50.57,
20050329,53.94,45.89,51.31,
20050328,53.86,46.54,52.39,
20050325,54.85,46.5,52.39,
20050324,54.85,46.93,52.39,
20050323,56.04,47.16,52.66,
20050322,55.69,47.59,55.73,
20050321,56.27,47.09,55.52,
20050318,56.38,47.52,55.71,
20050317,56.11,47.78,55.51,
20050316,56.17,46.24,54.93,
20050315,54.82,45.99,53.52,
20050314,54.75,45.61,53.27,
20050311,54.23,44.48,53.02,
20050310,53.35,45.1,53.44,
20050309,54.6,45.68,53.88,
20050308,54.37,44.31,53.07,
20050307,53.59,43.54,51.74,
20050304,53.59,43.7,52.26,
20050303,53.38,43.94,53.11,
20050302,52.86,42.88,50.66,
20050301,51.34,42.21,49.95,
20050228,51.46,42.7,49.97,
20050225,50.5,42.4,49.36,
20050224,50.33,42.4,49.04,
20050223,50.21,42.03,47.79,
20050222,50.81,41.2,47.3,
20050221,48.01,40.77,46.18,
20050218,48.01,40.3,45.77,
20050217,47.25,39.99,46.02,
20050216,48.04,39.06,44.86,
20050215,46.99,39.23,44.7,
20050214,47.16,38.66,44.03,
20050211,46.89,39.25,44.37,
20050210,46.86,37.67,43.4,
20050209,45.17,37.67,43.4,
20050208,45.06,37.67,42.71,
20050207,44.94,38.5,42.71,
20050204,46.14,38.41,43.65,
20050203,46.06,37.52,43.04,
20050202,46.28,38.76,44.12,
20050201,46.68,39.21,45.08,
20050131,47.81,38.47,44.34,
20050128,46.74,39.86,45.01,
20050127,48.3,41.16,46.79,
20050126,48.34,40.62,46.26,
20050125,49,40.17,46.11,
20050124,48.62,40.25,45.68,
20050121,47.79,38.63,45.78,
20050120,46.42,38.39,43.97,
20050119,47.01,39.62,45.08,
20050118,47.89,38.77,44.89,
20050117,48.04,39.12,45.37,
20050114,48.04,38.67,45.69,
20050113,47.75,37.89,45.15,
20050112,46.09,37.42,42.79,
20050111,45.44,37.09,43.19,
20050110,45.09,37.59,44.66,
20050107,45.19,36.47,43.57,
20050106,45.32,34.63,43.1,
20050105,43.1,35.52,41.06,
20050104,43.61,34.09,40,
20050103,41.83,35.17,39.93,
20041231,43.16,35.04,39.93,
20041230,43.16,34.56,39.93,
20041229,43.35,34.42,38.99,
20041228,41.48,33.63,40.06,
20041227,41.03,34.88,40.06,
20041224,43.69,35.37,40.06,
20041223,43.69,34.89,40.59,
20041222,43.75,36.2,41.17,
20041221,45.26,36.7,42.84,
20041220,45.35,36.43,42.73,
20041217,46.04,35.46,43.05,
20041216,43.99,35.81,40.7,
20041215,44.05,35.31,40.75,
20041214,41.77,34.3,37.28,
20041213,40.96,33.11,36.89,
20041210,40.57,33.96,38.1,
20041209,42.34,33.67,38.39,
20041208,41.7,32.33,37.55,
20041207,41.17,34.22,37.44,
20041206,42.68,34.07,38.64,
20041203,42.22,32.19,38.1,
20041202,42.96,32.87,38.28,
20041201,45.21,35.96,41.5,
20041130,48.86,36.1,44.07,
20041129,49.47,35.74,43.6,
20041126,49.27,35.88,42.6,
20041125,49.27,36.33,43.02,
20041124,49.27,35.06,42.45,
20041123,48.65,34.7,43.08,
20041122,48.35,34.94,42.69,
20041119,48.15,34.57,42.48,
20041118,45.93,34.13,40.58,
20041117,46.55,33.49,41.64,
20041116,45.82,33.15,41.06,
20041115,46.88,33.15,40.7,
20041112,47.03,33.89,41.26,
20041111,47.17,35.94,41.82,
20041110,48.62,35.36,42.19,
20041109,47.05,36.27,41.94,
20041108,48.81,36.61,44.69,
20041105,49.32,36.06,45.33,
20041104,48.53,37.56,45.02,
20041103,50.56,38.83,46.64,
20041102,49.38,37.15,45.68,
20041101,49.89,37.1,46.88,
20041029,51.72,38.62,48.8,
20041028,50.68,39.51,48.58,
20041027,52.24,39.85,49.8,
20041026,55.03,38.87,52.06,
20041025,55.4,39.26,51.51,
20041022,55.17,39.54,51.99,
20041021,54.27,39.69,50.98,
20041020,54.67,38.94,50.88,
20041019,53.07,38.8,49.26,
20041018,53.52,37.31,50.39,
20041015,54.74,37.76,51.17,
20041014,54.54,38.74,51.57,
20041013,53.64,37.86,51.03,
20041012,52.49,39.29,50.29,
20041011,53.62,39.33,51.02,
20041008,53.32,38.9,49.69,
20041007,52.68,38.9,48.62,
20041006,52.03,38.35,47.36,
20041005,51.09,38.36,47.54,
20041004,49.88,38.26,46.76,
20041001,50.13,38.22,47.31,
20040930,49.54,38.89,47.15,
20040929,49.51,38.37,47.02,
20040928,49.81,38.51,47.52,
20040927,49.64,37.11,46.83,
20040924,48.88,36.72,46.44,
20040923,48.46,37.06,46.19,
20040922,48.35,36.66,45.82,
20040921,47.07,36.61,44.35,
20040920,46.23,35.53,44,
20040917,45.4,35.49,43.36,
20040916,43.67,34.63,41.19,
20040915,43.39,35.07,40.93,
20040914,44.25,35.61,41.63,
20040913,43.68,35.35,41.18,
20040910,42.55,35.88,40.2,
20040909,44.34,36.81,42.29,
20040908,42.48,35.82,40.35,
20040907,42.97,35.49,40.7,
20040906,43.65,35.36,40.51,
20040903,43.65,36.37,41.21,
20040902,43.71,37.41,41.59,
20040901,43.64,37.05,41.35,
20040831,41.76,35.61,39.57,
20040830,42.11,36.62,40.8,
20040827,42.8,36.77,40.8,
20040826,42.75,36.3,40.9,
20040825,43.25,37.91,41.34,
20040824,45.34,38.91,42.84,
20040823,46.05,39.55,43.49,
20040820,47.49,41.01,44.12,
20040819,48.33,39.81,45.36,
20040818,46.9,39.51,44.18,
20040817,46.41,38.45,44.57,
20040816,45.84,39.43,45.16,
20040813,46.43,38.95,44.99,
20040812,45.34,38.29,44.16,
20040811,44.69,37.84,43.25,
20040810,44.46,37.89,43.34,
20040809,44.77,36.85,43.42,
20040806,43.86,36.85,43.07,
20040805,44.32,36.39,43.52,
20040804,42.38,36.99,41.97,
20040803,44.06,36.59,42.85,
20040802,43.74,36.09,41.83,
20040730,43.73,36.21,41.88,
20040729,42.68,35.49,41,
20040728,42.8,35.53,41.12,
20040727,41.74,35.04,39.99,
20040726,41.29,34.96,39.42,
20040723,41.23,34.78,39.63,
20040722,41.16,34.1,39.42,
20040721,40.56,34.01,38.56,
20040720,40.59,34.42,38.3,
20040719,41.47,34.83,38.91,
20040716,40.85,34.66,38.84,
20040715,40.62,34.78,38.11,
20040714,40.86,33.72,38.33,
20040713,39.35,33.48,36.56,
20040712,39.48,33.88,36.87,
20040709,39.93,34.24,37.67,
20040708,40.27,34.22,37.99,
20040707,38.98,33.9,36.35,
20040706,39.61,34.45,36.21,
20040705,38.31,33.91,35.65,
20040702,38.31,33.6,35.21,
20040701,38.65,33.23,35.36,
20040630,36.95,31.08,33.79,
20040629,35.55,31.33,32.45,
20040628,36.08,31.15,33.28,
20040625,37.35,32.24,34.59,
20040624,37.75,32.81,34.89,
20040623,37.73,33.04,34.59,
20040622,38.15,32.6,35.15,
20040621,37.63,33.6,35.13,
20040618,38.74,33.47,35.75,
20040617,38.44,32.75,35.77,
20040616,37.28,32.54,34.77,
20040615,37,33.41,34.58,
20040614,37.39,33.08,35.33,
20040611,38.24,33.17,35.65,
20040610,38.24,32.87,35.81,
20040609,37.34,32.45,35.19,
20040608,37.07,33.82,35.1,
20040607,38.47,32.72,35.94,
20040604,38.27,33.39,35.8,
20040603,39.07,34.47,36.68,
20040602,39.73,35.67,37.24,
20040601,42.11,35.67,39.5,
20040531,39.68,33.84,36.79,
20040528,39.68,33.94,37.07,
20040527,39.23,33.75,36.83,
20040526,40.45,34.58,37.73,
20040525,41.08,34.4,38.28,
20040524,41.77,34.15,38.99,
20040521,39.83,33.91,37.43,
20040520,40.75,35.03,38.38,
20040519,41.32,34.9,39.02,
20040518,40.34,34.28,38.07,
20040517,41.39,34.71,39.13,
20040514,41.22,35.79,39.1,
20040513,40.88,35,38.23,
20040512,40.58,34.42,38.49,
20040511,39.9,34.41,37.91,
20040510,38.75,32.9,36.53,
20040507,39.72,34.2,37.34,
20040506,39.15,34.06,36.59,
20040505,39.35,33.1,36.12,
20040504,38.75,32.63,35.93,
20040503,38,32.11,35.17,
20040430,37.13,32.4,34.89,
20040429,37.08,31.77,34.55,
20040428,37.2,31.83,34.4,
20040427,37.29,31.73,34.37,
20040426,36.73,31.24,33.8,
20040423,36.9,31.26,33.31,
20040422,37.19,30.62,33.56,
20040421,36.25,30.48,32.63,
20040420,37.25,30.88,33.28,
20040419,37.05,31.64,33.51,
20040416,37.4,31.77,33.92,
20040415,37.25,30.88,34.17,
20040414,36.38,30.79,33.65,
20040413,36.99,31.31,33.55,
20040412,37.62,31.19,34.15,
20040408,36.9,30.87,34.15,
20040407,35.98,29.19,33.11,
20040406,34.8,28.64,31.96,
20040405,34.23,28.69,31.33,
20040402,34.23,28.14,30.87,
20040401,34.1,29.59,32.31,
20040331,35.59,30.36,32.27,
20040330,36.07,29.75,33.32,
20040329,35.28,29.41,32.74,
20040326,35.5,29.63,32.99,
20040325,35.4,29.8,33.03,
20040324,37.43,30.98,34.21,
20040323,37.43,30.38,34.67,
20040322,36.85,30.37,34.14,
20040319,37.8,30.52,34.67,
20040318,37.65,30.54,35.39,
20040317,37.95,30.48,35.61,
20040316,37.25,30.02,34.75,
20040315,36.7,30.05,34.32,
20040312,35.98,30.23,33.05,
20040311,36.58,29.78,33.59,
20040310,35.95,29.46,32.93,
20040309,36.1,30.07,33.18,
20040308,36.35,30.61,33.8,
20040305,37.13,30.61,34.36,
20040304,36.5,29.79,33.9,
20040303,35.58,30.01,32.24,
20040302,36.53,30.33,34.21,
20040301,36.1,29.87,34.36,
20040227,35.93,29.18,33.18,
20040226,36.85,29.14,32.39,
20040225,36.63,28.58,33.03,
20040224,35.35,28.97,31.43,
20040223,35,28.39,31.4,
20040220,34.83,28.86,31.21,
20040219,35.18,28.91,31.3,
20040218,34.6,29.15,31.54,
20040217,34.48,28.48,30.99,
20040216,33.8,28.45,31.07,
20040213,33.8,28.18,30.8,
20040212,33.13,27.7,30.18,
20040211,33.03,27.96,30.23,
20040210,33.03,27.32,30.35,
20040209,32.13,26.97,29.36,
20040206,31.68,27.22,29.02,
20040205,32.33,26.9,29.71,
20040204,32.23,27.75,29.13,
20040203,33.28,27.87,29.5,
20040202,34.28,27.06,30.43,
20040130,32.38,27.56,29.57,
20040129,32.08,27.61,29.39,
20040128,33.15,28.23,30.39,
20040127,34,28.56,30.61,
20040126,34.13,28.49,31.58,
20040123,34.63,28.85,32.09,
20040122,33.93,28.85,32.24,
20040121,34.53,28.85,32.04,
20040120,35.93,28.85,32.41,
20040119,34.85,28.45,31.64,
20040116,34.85,27.71,31.68,
20040115,33.33,28.82,30.57,
20040114,34.23,28.81,32.1,
20040113,34.88,29.56,32.59,
20040112,34.57,28.7,32.63,
20040109,34.2,29.47,32.09,
20040108,33.81,28.82,31.75,
20040107,33.47,28.72,31.13,
20040106,33.48,29.28,31.12,
20040105,33.5,28.22,31.05,
20040102,32.25,27.66,30.04,
20031231,32.25,27.82,30.3,
20031230,32.5,27.78,29.94,
20031229,32.14,27.53,29.48,
20031224,32.58,27.23,29.78,
20031223,31.53,27.03,29.63,
20031222,31.83,27.86,29.49,
20031219,32.83,28.69,30.55,
20031218,33.5,28.88,31,
20031217,33.05,28.27,30.8,
20031216,32.6,28.44,30.59,
20031215,32.9,28.2,30.69,
20031212,32.85,27.68,30.74,
20031211,31.68,27.73,30.12,
20031210,31.7,28.03,30.3,
20031209,31.55,27.83,30.36,
20031208,31.33,27.88,30.53,
20031205,30.48,27.16,28.82,
20031204,31.08,27.45,29.47,
20031203,30.88,26.94,29.38,
20031202,30.53,26.75,29.15,
20031201,29.7,26.09,28.48,
20031128,30.05,26.79,29.01,
20031127,31.05,26.27,28.83,
20031126,30.05,26.36,28.54,
20031125,29.3,26.27,28.01,
20031124,29.55,26.96,28.07,
20031121,31.65,27.71,29.39,
20031120,32.51,27.89,29.66,
20031119,32.59,27.93,29.94,
20031118,31.64,26.78,30.58,
20031117,31.4,27.35,29.29,
20031114,32,27.27,29.69,
20031113,31.58,27.5,29.34,
20031112,31,27.11,29.31,
20031111,30.85,26.83,29.1,
20031110,30.58,27.27,29.14,
20031107,30.6,26.9,28.46,
20031106,30,26.47,28.39,
20031105,30.07,25.59,28.57,
20031104,28.43,25.5,27.46,
20031103,28.67,25.88,27.74,
20031031,28.9,25.64,27.92,
20031030,28.7,25.63,27.65,
20031029,29.15,26.08,28.21,
20031028,29.59,27.06,28.86,
20031027,30.12,26.28,29.65,
20031024,30.3,26.93,29.48,
20031023,30.35,26.13,29.4,
20031022,29.91,26.38,29.11,
20031021,30.36,26.29,29.46,
20031020,30.52,27.51,29.43,
20031017,30.84,27.51,29.1,
20031016,31.44,28.62,31.2,
20031015,31.94,27.61,31.99,
20031014,32.03,27.99,31.63,
20031013,32.05,28.13,31.61,
20031009,32.05,27.52,31.83,
20031008,29.73,26.52,29.26,
20031007,30.3,26.58,29.63,
20031006,30.3,26.72,29.5,
20031003,30.27,25.91,29.29,
20031002,29.67,26.21,28.86,
20031001,29.23,25.69,28.44,
20030930,29,25.2,28.26,
20030929,28.3,24.99,27.27,
20030926,27.95,24.74,27.04,
20030925,27.9,25.06,27.07,
20030924,27.85,23.78,26.88,
20030923,26.69,23.99,25.67,
20030922,26.7,23.66,25.55,
20030919,26.8,24.05,25.49,
20030918,26.88,23.99,26.7,
20030917,26.73,24.43,25.73,
20030916,27.28,24.77,26.28,
20030915,27.85,24.6,27,
20030912,28.03,25.25,27.05,
20030910,28.58,25.76,27.25,
20030909,28.94,25.33,27.57,
20030908,28.63,25.41,27.5,
20030905,28.67,25.56,27.55,
20030904,28.69,25.94,27.61,
20030903,29.2,25.98,27.95,
20030902,29.11,26.66,27.84,
20030901,31.26,27.24,29.62,
20030829,31.46,27.42,30.01,
20030828,31.23,27.21,29.97,
20030827,30.93,26.8,29.72,
20030826,31.68,27.3,30.26,
20030825,31.18,27.56,30.14,
20030822,31.28,27.61,30.12,
20030821,31.39,26.29,30.01,
20030820,30.59,26.29,29.05,
20030819,30.34,26.67,28.92,
20030818,30.7,27.06,29.07,
